"No.","Time","Source","Destination","Protocol","Length","Info"
"2563","82.638443","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=538991 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2564","82.638443","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=540335 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2565","82.638585","192.168.43.205","114.119.186.87","TCP","54","63131  >  443 [ACK] Seq=960 Ack=541679 Win=628992 Len=0"
"2566","82.639322","114.119.186.87","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"2567","82.639322","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=543023 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2568","82.639322","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=544367 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2569","82.639513","192.168.43.205","114.119.186.87","TCP","54","63131  >  443 [ACK] Seq=960 Ack=545711 Win=628992 Len=0"
"2570","82.639635","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=545711 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2571","82.641744","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=547055 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2572","82.641744","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=548399 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2573","82.641744","114.119.186.87","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"2574","82.641744","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=551087 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2575","82.642031","192.168.43.205","114.119.186.87","TCP","54","63131  >  443 [ACK] Seq=960 Ack=552431 Win=628992 Len=0"
"2576","82.642474","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=552431 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2577","82.642474","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=553775 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2578","82.642474","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=555119 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2579","82.642663","192.168.43.205","114.119.186.87","TCP","54","63131  >  443 [ACK] Seq=960 Ack=556463 Win=628992 Len=0"
"2580","82.642823","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=556463 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2581","82.642823","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=557807 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2582","82.642968","192.168.43.205","114.119.186.87","TCP","54","63131  >  443 [ACK] Seq=960 Ack=559151 Win=628992 Len=0"
"2583","82.643521","114.119.186.87","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"2584","82.643521","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=560495 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2585","82.643521","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=561839 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2586","82.643723","192.168.43.205","114.119.186.87","TCP","54","63131  >  443 [ACK] Seq=960 Ack=563183 Win=628992 Len=0"
"2587","82.644761","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=563183 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2588","82.644761","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=564527 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2589","82.644761","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=565871 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2590","82.644761","114.119.186.87","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"2591","82.644761","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=568559 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2592","82.645147","192.168.43.205","114.119.186.87","TCP","54","63131  >  443 [ACK] Seq=960 Ack=569903 Win=628992 Len=0"
"2593","82.645699","114.119.186.87","192.168.43.205","TCP","1398","443  >  63131 [ACK] Seq=569903 Ack=960 Win=31744 Len=1344 [TCP segment of a reassembled PDU]"
"2594","82.645699","114.119.186.87","192.168.43.205","TLSv1.2","193","Application Data, Application Data"
"2595","82.645872","192.168.43.205","114.119.186.87","TCP","54","63131  >  443 [ACK] Seq=960 Ack=571386 Win=628992 Len=0"
"2596","82.686694","192.168.43.205","114.119.186.87","TCP","54","63131  >  443 [FIN, ACK] Seq=960 Ack=571386 Win=628992 Len=0"
"2597","82.753854","114.119.186.87","192.168.43.205","TCP","54","443  >  63131 [FIN, ACK] Seq=571386 Ack=961 Win=31744 Len=0"
"2598","82.754560","192.168.43.205","114.119.186.87","TCP","54","63131  >  443 [ACK] Seq=961 Ack=571387 Win=628992 Len=0"
"2599","84.004327","86:6f:ce:0e:20:db","HonHaiPr_3a:69:2b","ARP","42","Who has 192.168.43.205? Tell 192.168.43.1"
"2600","84.004497","HonHaiPr_3a:69:2b","86:6f:ce:0e:20:db","ARP","42","192.168.43.205 is at 18:f4:6a:3a:69:2b"
"2601","84.286143","192.168.43.205","36.37.122.158","TCP","55","[TCP Keep-Alive] 63121  >  8082 [ACK] Seq=2067 Ack=274345 Win=529408 Len=1"
"2602","84.347816","36.37.122.158","192.168.43.205","TCP","66","[TCP Keep-Alive ACK] 8082  >  63121 [ACK] Seq=274345 Ack=2068 Win=31488 Len=0 SLE=2067 SRE=2068"
"2603","84.601196","192.168.43.205","36.37.122.158","TCP","55","[TCP Keep-Alive] 63120  >  8082 [ACK] Seq=2084 Ack=891418 Win=528384 Len=1"
"2604","84.654130","36.37.122.158","192.168.43.205","TCP","66","[TCP Keep-Alive ACK] 8082  >  63120 [ACK] Seq=891418 Ack=2085 Win=31488 Len=0 SLE=2084 SRE=2085"
"2605","84.912091","192.168.43.205","35.247.185.126","TLSv1.2","1398","Application Data"
"2606","84.912091","192.168.43.205","35.247.185.126","TLSv1.2","551","Application Data"
"2607","84.918628","192.168.43.205","36.37.122.158","TCP","55","[TCP Keep-Alive] 63123  >  8082 [ACK] Seq=1112 Ack=81720 Win=65792 Len=1"
"2608","84.985724","36.37.122.158","192.168.43.205","TCP","66","[TCP Keep-Alive ACK] 8082  >  63123 [ACK] Seq=81720 Ack=1113 Win=29440 Len=0 SLE=1112 SRE=1113"
"2609","84.990091","35.247.185.126","192.168.43.205","TCP","54","443  >  63125 [ACK] Seq=4461 Ack=7829 Win=43008 Len=0"
"2610","84.990091","35.247.185.126","192.168.43.205","TLSv1.2","310","Application Data"
"2611","85.034617","192.168.43.205","35.247.185.126","TCP","54","63125  >  443 [ACK] Seq=7829 Ack=4717 Win=63744 Len=0"
"2612","86.086285","192.168.43.205","35.247.185.126","TCP","66","63132  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2613","86.146339","35.247.185.126","192.168.43.205","TCP","58","443  >  63132 [SYN, ACK] Seq=0 Ack=1 Win=28400 Len=0 MSS=1344"
"2614","86.146623","192.168.43.205","35.247.185.126","TCP","54","63132  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"2615","86.151567","192.168.43.205","35.247.185.126","TLSv1.2","234","Client Hello"
"2616","86.206614","35.247.185.126","192.168.43.205","TCP","54","443  >  63132 [ACK] Seq=1 Ack=181 Win=26800 Len=0"
"2617","86.211977","35.247.185.126","192.168.43.205","TLSv1.2","1354","Server Hello"
"2618","86.212335","35.247.185.126","192.168.43.205","TCP","1354","443  >  63132 [ACK] Seq=1301 Ack=181 Win=26800 Len=1300 [TCP segment of a reassembled PDU]"
"2619","86.212335","35.247.185.126","192.168.43.205","TLSv1.2","888","Certificate, Server Key Exchange, Server Hello Done"
"2620","86.212522","192.168.43.205","35.247.185.126","TCP","54","63132  >  443 [ACK] Seq=181 Ack=3435 Win=64512 Len=0"
"2621","86.217176","192.168.43.205","35.247.185.126","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2622","86.271073","35.247.185.126","192.168.43.205","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2623","86.312137","192.168.43.205","35.247.185.126","TCP","54","63132  >  443 [ACK] Seq=274 Ack=3693 Win=64254 Len=0"
"2624","86.324113","192.168.43.205","35.247.185.126","TLSv1.2","1398","Application Data"
"2625","86.324113","192.168.43.205","35.247.185.126","TLSv1.2","656","Application Data"
"2626","86.388046","35.247.185.126","192.168.43.205","TCP","54","443  >  63132 [ACK] Seq=3693 Ack=2220 Win=30912 Len=0"
"2627","86.389019","35.247.185.126","192.168.43.205","TLSv1.2","310","Application Data"
"2628","86.429133","192.168.43.205","35.247.185.126","TCP","54","63132  >  443 [ACK] Seq=2220 Ack=3949 Win=63998 Len=0"
"2629","87.038400","192.168.43.205","35.186.227.140","TLSv1.2","93","Application Data"
"2630","87.038794","192.168.43.205","35.186.227.140","TLSv1.2","78","Application Data"
"2631","87.038924","192.168.43.205","35.186.227.140","TCP","54","63069  >  443 [FIN, ACK] Seq=103 Ack=40 Win=255 Len=0"
"2632","87.110933","35.186.227.140","192.168.43.205","TCP","66","443  >  63069 [ACK] Seq=40 Ack=79 Win=349 Len=0 SLE=103 SRE=104"
"2633","87.110933","35.186.227.140","192.168.43.205","TCP","66","443  >  63069 [ACK] Seq=40 Ack=40 Win=349 Len=0 SLE=103 SRE=104"
"2634","87.110933","35.186.227.140","192.168.43.205","TCP","54","443  >  63069 [ACK] Seq=40 Ack=104 Win=349 Len=0"
"2635","87.110933","35.186.227.140","192.168.43.205","TCP","54","443  >  63069 [FIN, ACK] Seq=40 Ack=104 Win=349 Len=0"
"2636","87.111796","192.168.43.205","35.186.227.140","TCP","54","63069  >  443 [ACK] Seq=104 Ack=41 Win=255 Len=0"
"2637","90.100905","192.168.43.205","184.27.122.65","TCP","54","63122  >  80 [FIN, ACK] Seq=288 Ack=268 Win=65536 Len=0"
"2638","90.178428","184.27.122.65","192.168.43.205","TCP","54","80  >  63122 [FIN, ACK] Seq=268 Ack=289 Win=30336 Len=0"
"2639","90.179152","192.168.43.205","184.27.122.65","TCP","54","63122  >  80 [ACK] Seq=289 Ack=269 Win=65536 Len=0"
"2640","90.823084","192.168.43.205","35.247.185.126","TLSv1.2","1398","Application Data"
"2641","90.823084","192.168.43.205","35.247.185.126","TLSv1.2","571","Application Data"
"2642","90.888210","35.247.185.126","192.168.43.205","TCP","54","443  >  63127 [ACK] Seq=4205 Ack=5985 Win=40320 Len=0"
"2643","90.888470","35.247.185.126","192.168.43.205","TLSv1.2","310","Application Data"
"2644","90.929825","192.168.43.205","35.247.185.126","TCP","54","63127  >  443 [ACK] Seq=5985 Ack=4461 Win=63486 Len=0"
"2645","91.068061","192.168.43.205","35.247.185.126","TLSv1.2","1398","Application Data"
"2646","91.068061","192.168.43.205","35.247.185.126","TLSv1.2","551","Application Data"
"2647","91.128783","35.247.185.126","192.168.43.205","TCP","54","443  >  63124 [ACK] Seq=4717 Ack=10583 Win=49728 Len=0"
"2648","91.128783","35.247.185.126","192.168.43.205","TLSv1.2","310","Application Data"
"2649","91.176810","192.168.43.205","35.247.185.126","TCP","54","63124  >  443 [ACK] Seq=10583 Ack=4973 Win=64512 Len=0"
"2650","92.096642","192.168.43.205","35.247.185.126","TLSv1.2","1398","Application Data"
"2651","92.096642","192.168.43.205","35.247.185.126","TLSv1.2","551","Application Data"
"2652","92.159700","35.247.185.126","192.168.43.205","TCP","54","443  >  63125 [ACK] Seq=4717 Ack=9670 Win=48384 Len=0"
"2653","92.167148","35.247.185.126","192.168.43.205","TLSv1.2","310","Application Data"
"2654","92.207804","192.168.43.205","35.247.185.126","TCP","54","63125  >  443 [ACK] Seq=9670 Ack=4973 Win=63488 Len=0"
"2655","92.288760","192.168.43.205","35.247.185.126","TLSv1.2","1398","Application Data"
"2656","92.288760","192.168.43.205","35.247.185.126","TLSv1.2","592","Application Data"
"2657","92.357725","35.247.185.126","192.168.43.205","TCP","54","443  >  63127 [ACK] Seq=4461 Ack=7867 Win=45696 Len=0"
"2658","92.364684","35.247.185.126","192.168.43.205","TLSv1.2","310","Application Data"
"2659","92.410698","192.168.43.205","35.247.185.126","TCP","54","63127  >  443 [ACK] Seq=7867 Ack=4717 Win=63230 Len=0"
"2660","92.632870","192.168.43.205","119.81.204.72","UDP","152","59609  >  443 Len=110"
"2661","92.633152","192.168.43.205","192.168.43.1","DNS","76","Standard query 0x0d50 A template.wps.com"
"2662","92.633947","192.168.43.205","192.168.43.1","DNS","84","Standard query 0xd199 A www.google-analytics.com"
"2663","92.634055","192.168.43.205","119.81.204.72","UDP","160","59610  >  443 Len=118"
"2664","92.640629","192.168.43.205","192.168.43.1","DNS","74","Standard query 0xc57c A params.wps.com"
"2665","92.640755","192.168.43.205","119.81.204.72","UDP","150","59611  >  443 Len=108"
"2666","92.641432","192.168.43.205","119.81.204.72","UDP","161","59612  >  443 Len=119"
"2667","92.642410","192.168.43.205","192.168.43.1","DNS","85","Standard query 0xfe2d A newdocer.cache.wpscdn.com"
"2668","92.643647","192.168.43.1","192.168.43.205","DNS","205","Standard query response 0xc57c A params.wps.com CNAME api-wps-param.4wps.net CNAME api-wps-param-sg.4wps.net CNAME huawei.sg.default.4wps.net A 114.119.186.87"
"2669","92.691669","119.81.204.72","192.168.43.205","UDP","282","443  >  59610 Len=240"
"2670","92.692640","119.81.204.72","192.168.43.205","UDP","474","443  >  59609 Len=432"
"2671","92.693636","192.168.43.1","192.168.43.205","DNS","255","Standard query response 0x0d50 A template.wps.com CNAME template.4wps.net CNAME nginx-gateway-service.default.us.entry.4wps.net CNAME wh-nginx-gateway-service.default.us.entry.4wps.net A 52.36.153.242 A 34.223.136.14 A 52.40.196.80"
"2672","92.694456","192.168.43.205","192.168.43.1","DNS","74","Standard query 0xc57c A params.wps.com"
"2673","92.694612","192.168.43.1","192.168.43.205","DNS","245","Standard query response 0xfe2d A newdocer.cache.wpscdn.com CNAME newdocer.cache.wpscdn.com.cname.4wps.net CNAME d4z1onkegyrs5.cloudfront.net A 108.138.141.19 A 108.138.141.4 A 108.138.141.116 A 108.138.141.2"
"2674","92.695626","192.168.43.1","192.168.43.205","DNS","227","Standard query response 0xd199 A www.google-analytics.com CNAME www-google-analytics.l.google.com A 74.125.200.102 A 74.125.200.139 A 74.125.200.100 A 74.125.200.138 A 74.125.200.101 A 74.125.200.113"
"2675","92.696650","192.168.43.1","192.168.43.205","DNS","205","Standard query response 0xc57c A params.wps.com CNAME api-wps-param.4wps.net CNAME api-wps-param-sg.4wps.net CNAME huawei.sg.default.4wps.net A 114.119.186.87"
"2676","92.697108","192.168.43.205","192.168.43.1","DNS","85","Standard query 0xfe2d A newdocer.cache.wpscdn.com"
"2677","92.698642","192.168.43.1","192.168.43.205","DNS","245","Standard query response 0xfe2d A newdocer.cache.wpscdn.com CNAME newdocer.cache.wpscdn.com.cname.4wps.net CNAME d4z1onkegyrs5.cloudfront.net A 108.138.141.2 A 108.138.141.116 A 108.138.141.4 A 108.138.141.19"
"2678","92.705515","192.168.43.205","192.168.43.1","DNS","84","Standard query 0xd199 A www.google-analytics.com"
"2679","92.705516","192.168.43.205","192.168.43.1","DNS","76","Standard query 0x0d50 A template.wps.com"
"2680","92.705948","119.81.204.72","192.168.43.205","UDP","474","443  >  59611 Len=432"
"2681","92.709696","192.168.43.1","192.168.43.205","DNS","280","Standard query response 0x0d50 A template.wps.com CNAME template.4wps.net CNAME nginx-gateway-service.default.us.entry.4wps.net CNAME wh-nginx-gateway-service.default.us.entry.4wps.net A 52.40.196.80 A 34.223.136.14 A 52.36.153.242"
"2682","92.709696","192.168.43.1","192.168.43.205","DNS","227","Standard query response 0xd199 A www.google-analytics.com CNAME www-google-analytics.l.google.com A 74.125.200.113 A 74.125.200.101 A 74.125.200.138 A 74.125.200.100 A 74.125.200.139 A 74.125.200.102"
"2683","92.714661","119.81.204.72","192.168.43.205","UDP","538","443  >  59612 Len=496"
"2684","92.716574","192.168.43.205","34.223.136.14","TCP","66","63133  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2685","92.717472","192.168.43.205","34.223.136.14","TCP","66","63134  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2686","92.718343","192.168.43.205","34.223.136.14","TCP","66","63135  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2687","92.719131","192.168.43.205","34.223.136.14","TCP","66","63136  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2688","92.720182","192.168.43.205","34.223.136.14","TCP","66","63137  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2689","92.721183","192.168.43.205","34.223.136.14","TCP","66","63138  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2690","92.722296","192.168.43.205","142.251.10.138","TCP","66","63139  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2691","92.723277","192.168.43.205","114.119.186.87","TCP","66","63140  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2692","92.724029","192.168.43.205","13.33.33.101","TCP","66","63141  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2693","92.734695","192.168.43.205","103.168.134.237","TLSv1.2","93","Application Data"
"2694","92.772320","142.251.10.138","192.168.43.205","TCP","66","443  >  63139 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1344 SACK_PERM=1 WS=256"
"2695","92.772840","192.168.43.205","142.251.10.138","TCP","54","63139  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"2696","92.773186","13.33.33.101","192.168.43.205","TCP","66","443  >  63141 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1344 SACK_PERM=1 WS=512"
"2697","92.773186","114.119.186.87","192.168.43.205","TCP","66","443  >  63140 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1344 SACK_PERM=1 WS=512"
"2698","92.773522","192.168.43.205","13.33.33.101","TCP","54","63141  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"2699","92.773701","192.168.43.205","114.119.186.87","TCP","54","63140  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"2700","92.783920","192.168.43.205","142.251.10.138","TLSv1.2","269","Client Hello"
"2701","92.784535","192.168.43.205","114.119.186.87","TLSv1.2","259","Client Hello"
"2702","92.784673","192.168.43.205","13.33.33.101","TLSv1.2","270","Client Hello"
"2703","92.785018","103.168.134.237","192.168.43.205","TCP","54","443  >  63087 [ACK] Seq=39493 Ack=3709 Win=341 Len=0"
"2704","92.787363","103.168.134.237","192.168.43.205","TLSv1.2","93","Application Data"
"2705","92.832647","192.168.43.205","103.168.134.237","TCP","54","63087  >  443 [ACK] Seq=3709 Ack=39532 Win=257 Len=0"
"2706","92.866200","142.251.10.138","192.168.43.205","TLSv1.2","1398","Server Hello"
"2707","92.866510","142.251.10.138","192.168.43.205","TCP","1398","443  >  63139 [PSH, ACK] Seq=1345 Ack=216 Win=66816 Len=1344 [TCP segment of a reassembled PDU]"
"2708","92.866631","192.168.43.205","142.251.10.138","TCP","54","63139  >  443 [ACK] Seq=216 Ack=2689 Win=65792 Len=0"
"2709","92.866881","142.251.10.138","192.168.43.205","TCP","1398","443  >  63139 [ACK] Seq=2689 Ack=216 Win=66816 Len=1344 [TCP segment of a reassembled PDU]"
"2710","92.866881","142.251.10.138","192.168.43.205","TCP","54","443  >  63139 [ACK] Seq=1 Ack=216 Win=66816 Len=0"
"2711","92.866881","142.251.10.138","192.168.43.205","TLSv1.2","492","Certificate, Server Key Exchange, Server Hello Done"
"2712","92.867002","192.168.43.205","142.251.10.138","TCP","54","63139  >  443 [ACK] Seq=216 Ack=4033 Win=65792 Len=0"
"2713","92.867079","192.168.43.205","142.251.10.138","TCP","54","63139  >  443 [ACK] Seq=216 Ack=4471 Win=65280 Len=0"
"2714","92.867236","13.33.33.101","192.168.43.205","TCP","54","443  >  63141 [ACK] Seq=1 Ack=217 Win=67072 Len=0"
"2715","92.867236","114.119.186.87","192.168.43.205","TCP","54","443  >  63140 [ACK] Seq=1 Ack=206 Win=30720 Len=0"
"2716","92.867236","13.33.33.101","192.168.43.205","TLSv1.2","1398","Server Hello"
"2717","92.867544","13.33.33.101","192.168.43.205","TCP","1398","443  >  63141 [PSH, ACK] Seq=1345 Ack=217 Win=67072 Len=1344 [TCP segment of a reassembled PDU]"
"2718","92.867656","192.168.43.205","13.33.33.101","TCP","54","63141  >  443 [ACK] Seq=217 Ack=2689 Win=65792 Len=0"
"2719","92.875103","192.168.43.205","142.251.10.138","TLSv1.2","139","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2720","92.875161","114.119.186.87","192.168.43.205","TLSv1.2","1398","Server Hello"
"2721","92.875669","114.119.186.87","192.168.43.205","TCP","1398","443  >  63140 [ACK] Seq=1345 Ack=206 Win=30720 Len=1344 [TCP segment of a reassembled PDU]"
"2722","92.875669","114.119.186.87","192.168.43.205","TLSv1.2","844","Certificate, Server Key Exchange, Server Hello Done"
"2723","92.875859","192.168.43.205","114.119.186.87","TCP","54","63140  >  443 [ACK] Seq=206 Ack=3479 Win=65792 Len=0"
"2724","92.877223","13.33.33.101","192.168.43.205","TLSv1.2","1177","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"2725","92.878649","192.168.43.205","114.119.186.87","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2726","92.881488","192.168.43.205","13.33.33.101","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2727","92.922604","142.251.10.138","192.168.43.205","TLSv1.2","338","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2728","92.922604","142.251.10.138","192.168.43.205","TLSv1.2","115","Application Data"
"2729","92.922981","192.168.43.205","142.251.10.138","TCP","54","63139  >  443 [ACK] Seq=301 Ack=4816 Win=65024 Len=0"
"2730","92.945649","114.119.186.87","192.168.43.205","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2731","92.945649","13.33.33.101","192.168.43.205","TCP","54","443  >  63141 [ACK] Seq=3812 Ack=310 Win=67072 Len=0"
"2732","92.948031","13.33.33.101","192.168.43.205","TLSv1.2","225","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2733","92.948584","13.33.33.101","192.168.43.205","TLSv1.2","123","Application Data"
"2734","92.948737","192.168.43.205","13.33.33.101","TCP","54","63141  >  443 [ACK] Seq=310 Ack=4052 Win=65792 Len=0"
"2735","92.953657","34.223.136.14","192.168.43.205","TCP","66","443  >  63134 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1344 SACK_PERM=1 WS=256"
"2736","92.953657","34.223.136.14","192.168.43.205","TCP","66","443  >  63133 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1344 SACK_PERM=1 WS=256"
"2737","92.954259","192.168.43.205","34.223.136.14","TCP","54","63134  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"2738","92.954442","192.168.43.205","34.223.136.14","TCP","54","63133  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"2739","92.955637","34.223.136.14","192.168.43.205","TCP","66","443  >  63135 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1344 SACK_PERM=1 WS=256"
"2740","92.955637","34.223.136.14","192.168.43.205","TCP","66","443  >  63136 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1344 SACK_PERM=1 WS=256"
"2741","92.956176","192.168.43.205","34.223.136.14","TCP","54","63135  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"2742","92.956330","192.168.43.205","34.223.136.14","TCP","54","63136  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"2743","92.958636","34.223.136.14","192.168.43.205","TCP","66","443  >  63138 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1344 SACK_PERM=1 WS=256"
"2744","92.958636","34.223.136.14","192.168.43.205","TCP","66","443  >  63137 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1344 SACK_PERM=1 WS=256"
"2745","92.959237","192.168.43.205","34.223.136.14","TCP","54","63138  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"2746","92.959413","192.168.43.205","34.223.136.14","TCP","54","63137  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"2747","92.962801","192.168.43.205","34.223.136.14","TLSv1.2","261","Client Hello"
"2748","92.963164","192.168.43.205","34.223.136.14","TLSv1.2","261","Client Hello"
"2749","92.963391","192.168.43.205","34.223.136.14","TLSv1.2","261","Client Hello"
"2750","92.963623","192.168.43.205","34.223.136.14","TLSv1.2","261","Client Hello"
"2751","92.963850","192.168.43.205","34.223.136.14","TLSv1.2","261","Client Hello"
"2752","92.964087","192.168.43.205","34.223.136.14","TLSv1.2","261","Client Hello"
"2753","92.986682","192.168.43.205","114.119.186.87","TCP","54","63140  >  443 [ACK] Seq=299 Ack=3737 Win=65536 Len=0"
"2754","93.001062","192.168.43.205","114.119.186.87","TLSv1.2","462","Application Data"
"2755","93.001983","192.168.43.205","13.33.33.101","TLSv1.2","147","Application Data"
"2756","93.005114","192.168.43.205","142.251.10.138","TLSv1.2","139","Application Data"
"2757","93.005739","192.168.43.205","13.33.33.101","TLSv1.2","92","Application Data"
"2758","93.006937","192.168.43.205","13.33.33.101","TLSv1.2","354","Application Data"
"2759","93.007365","192.168.43.205","142.251.10.138","TLSv1.2","294","Application Data, Application Data"
"2760","93.064906","192.168.43.205","35.247.185.126","TLSv1.2","1398","Application Data"
"2761","93.064906","192.168.43.205","35.247.185.126","TLSv1.2","592","Application Data"
"2762","93.069965","142.251.10.138","192.168.43.205","TLSv1.2","84","Application Data"
"2763","93.070985","142.251.10.138","192.168.43.205","TLSv1.2","313","Application Data"
"2764","93.071130","192.168.43.205","142.251.10.138","TCP","54","63139  >  443 [ACK] Seq=626 Ack=5105 Win=64768 Len=0"
"2765","93.071612","13.33.33.101","192.168.43.205","TCP","54","443  >  63141 [ACK] Seq=4052 Ack=403 Win=67072 Len=0"
"2766","93.071773","142.251.10.138","192.168.43.205","TCP","54","443  >  63139 [ACK] Seq=4816 Ack=626 Win=67840 Len=0"
"2767","93.071861","192.168.43.205","142.251.10.138","TCP","54","[TCP Dup ACK 2764#1] 63139  >  443 [ACK] Seq=626 Ack=5105 Win=64768 Len=0"
"2768","93.072656","13.33.33.101","192.168.43.205","TCP","54","443  >  63141 [ACK] Seq=4052 Ack=441 Win=67072 Len=0"
